feature,r
LDA50_abstract_weight__0_network_state_resting,0.008247194507193413
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03956564611969922
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.007024933316748549
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.032865453709311536
LDA50_abstract_weight__4_stimulus_time_repetition,0.00576205442594051
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.01548770641788755
LDA50_abstract_weight__6_auditory_speech_temporal,-0.03563249475603333
LDA50_abstract_weight__7_reward_feedback_striatum,-0.027007222554711417
LDA50_abstract_weight__8_mpfc_social_medial,-0.022858930676714732
LDA50_abstract_weight__9_memory_working_wm,0.010417688687315787
LDA50_abstract_weight__10_food_taste_weight,-0.0163411262386274
LDA50_abstract_weight__11_learning_training_practice,0.016581651358412136
LDA50_abstract_weight__12_women_men_sex,-0.012447817879921962
LDA50_abstract_weight__13_fear_threat_smokers,-0.017792907727764224
LDA50_abstract_weight__14_disease_ad_pd,-0.02857830785267796
LDA50_abstract_weight__15_task_performance_cognitive,0.0463280140477547
LDA50_abstract_weight__16_response_inhibition_control,0.009697521745042946
LDA50_abstract_weight__17_motor_cortex_hand,0.12201705102033082
LDA50_abstract_weight__18_number_ips_numerical,-0.012427717351680058
LDA50_abstract_weight__19_action_actions_observation,0.05794305927484773
LDA50_abstract_weight__20_control_conflict_task,-0.013402179267282769
LDA50_abstract_weight__21_matter_volume_structural,-0.07448321239514975
LDA50_abstract_weight__22_method_group_approach,-0.028445566930517047
LDA50_abstract_weight__23_asd_autism_group,0.02439816948491898
LDA50_abstract_weight__24_age_adults_older,0.0195326222171985
LDA50_abstract_weight__25_spatial_body_human,0.017226744955911154
LDA50_abstract_weight__26_emotional_amygdala_negative,-0.02869202608111656
LDA50_abstract_weight__27_disorder_adhd_group,-0.05668248343203607
LDA50_abstract_weight__28_social_empathy_moral,-0.009901888446729118
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.03360524865792126
LDA50_abstract_weight__30_decision_making_risk,-0.004589769853050849
LDA50_abstract_weight__31_model_models_prediction,-0.021721490088339568
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.002729560323722688
LDA50_abstract_weight__33_memory_retrieval_encoding,0.023582543803115884
LDA50_abstract_weight__34_frequency_hz_ms,0.008971009281998545
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.06608660036139355
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.03889148707922996
LDA50_abstract_weight__37_language_reading_word,0.0003071666951067625
LDA50_abstract_weight__38_semantic_category_representations,0.017342030701879115
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.002929575088211616
LDA50_abstract_weight__40_face_faces_facial,0.005440890116670126
LDA50_abstract_weight__41_imagery_mental_events,0.05438480435560728
LDA50_abstract_weight__42_visual_cortex_sensory,0.09198491148966237
LDA50_abstract_weight__43_magnetic_mechanisms_human,-0.0018551259279081262
LDA50_abstract_weight__44_eye_sleep_gaze,0.03136353580981095
LDA50_abstract_weight__45_motion_perception_visual,0.02818985790238204
LDA50_abstract_weight__46_hemisphere_language_stroke,0.005474137197595199
LDA50_abstract_weight__47_attention_attentional_target,0.04039783106832938
LDA50_abstract_weight__48_prefrontal_cortex_pfc,-0.020145142646890223
LDA50_abstract_weight__49_depression_mdd_state,-0.052644703973875835
