feature,r
LDA50_abstract_weight__0_network_state_resting,0.03609363041104071
LDA50_abstract_weight__1_anxiety_trait_personality,-0.026191822100067583
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.005136267337116679
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.04605076502779069
LDA50_abstract_weight__4_stimulus_time_repetition,0.0020124252159217405
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.016044483666728976
LDA50_abstract_weight__6_auditory_speech_temporal,0.06292663601967972
LDA50_abstract_weight__7_reward_feedback_striatum,-0.025701882689192757
LDA50_abstract_weight__8_mpfc_social_medial,-0.0030603351319801867
LDA50_abstract_weight__9_memory_working_wm,-0.001105645393679382
LDA50_abstract_weight__10_food_taste_weight,-0.00020831438051725055
LDA50_abstract_weight__11_learning_training_practice,0.0013582080175914954
LDA50_abstract_weight__12_women_men_sex,-0.0014620613256336797
LDA50_abstract_weight__13_fear_threat_smokers,-0.007759553255737211
LDA50_abstract_weight__14_disease_ad_pd,-0.018968201077833247
LDA50_abstract_weight__15_task_performance_cognitive,0.033876446736211784
LDA50_abstract_weight__16_response_inhibition_control,0.00990073477702756
LDA50_abstract_weight__17_motor_cortex_hand,0.07784728229527296
LDA50_abstract_weight__18_number_ips_numerical,-0.019493684213077345
LDA50_abstract_weight__19_action_actions_observation,0.020405796143320113
LDA50_abstract_weight__20_control_conflict_task,-0.016238502247249882
LDA50_abstract_weight__21_matter_volume_structural,-0.08494132917791158
LDA50_abstract_weight__22_method_group_approach,-0.04348338167524443
LDA50_abstract_weight__23_asd_autism_group,0.019279907447825703
LDA50_abstract_weight__24_age_adults_older,0.008556981754054638
LDA50_abstract_weight__25_spatial_body_human,-0.020632111020312788
LDA50_abstract_weight__26_emotional_amygdala_negative,0.012584874741525363
LDA50_abstract_weight__27_disorder_adhd_group,-0.05779620695813599
LDA50_abstract_weight__28_social_empathy_moral,0.004148055787267795
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.030685386569844916
LDA50_abstract_weight__30_decision_making_risk,-0.009862107944909151
LDA50_abstract_weight__31_model_models_prediction,-0.032996287761869955
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.10423261217021319
LDA50_abstract_weight__33_memory_retrieval_encoding,0.029053617833130492
LDA50_abstract_weight__34_frequency_hz_ms,-0.03215407646297275
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.06966708129318527
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.0316926379746292
LDA50_abstract_weight__37_language_reading_word,-0.013757511202112258
LDA50_abstract_weight__38_semantic_category_representations,0.0003941820236314373
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.010585279280268759
LDA50_abstract_weight__40_face_faces_facial,-0.004941508827529573
LDA50_abstract_weight__41_imagery_mental_events,0.0573529713458156
LDA50_abstract_weight__42_visual_cortex_sensory,0.021662527418568476
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.011106036797428321
LDA50_abstract_weight__44_eye_sleep_gaze,-0.0009684916292322939
LDA50_abstract_weight__45_motion_perception_visual,-0.00789284400129488
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.013825240973530623
LDA50_abstract_weight__47_attention_attentional_target,0.02124072715300332
LDA50_abstract_weight__48_prefrontal_cortex_pfc,-0.013837881216171227
LDA50_abstract_weight__49_depression_mdd_state,-0.06921080378346457
