feature,r
LDA50_abstract_weight__0_network_state_resting,0.03709583407134104
LDA50_abstract_weight__1_anxiety_trait_personality,-0.022465234200961758
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.010666687212727746
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.0764794291155256
LDA50_abstract_weight__4_stimulus_time_repetition,0.0005356311448913332
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.01050391640781353
LDA50_abstract_weight__6_auditory_speech_temporal,0.05240538386721604
LDA50_abstract_weight__7_reward_feedback_striatum,-0.008396943125486117
LDA50_abstract_weight__8_mpfc_social_medial,0.0025280112822966988
LDA50_abstract_weight__9_memory_working_wm,0.002184667772467102
LDA50_abstract_weight__10_food_taste_weight,0.006234167684824961
LDA50_abstract_weight__11_learning_training_practice,-0.003999337618481398
LDA50_abstract_weight__12_women_men_sex,0.003557865469312115
LDA50_abstract_weight__13_fear_threat_smokers,0.017619523458275884
LDA50_abstract_weight__14_disease_ad_pd,-0.017891407408930658
LDA50_abstract_weight__15_task_performance_cognitive,0.03276271653135996
LDA50_abstract_weight__16_response_inhibition_control,0.02614831932691589
LDA50_abstract_weight__17_motor_cortex_hand,0.06084232680913867
LDA50_abstract_weight__18_number_ips_numerical,-0.015739700951867695
LDA50_abstract_weight__19_action_actions_observation,0.010171666647670786
LDA50_abstract_weight__20_control_conflict_task,-0.007191000024519922
LDA50_abstract_weight__21_matter_volume_structural,-0.08035439516387942
LDA50_abstract_weight__22_method_group_approach,-0.05179449912128499
LDA50_abstract_weight__23_asd_autism_group,0.019998523447486708
LDA50_abstract_weight__24_age_adults_older,0.0081779051565086
LDA50_abstract_weight__25_spatial_body_human,-0.03840649710725933
LDA50_abstract_weight__26_emotional_amygdala_negative,0.025603499050015816
LDA50_abstract_weight__27_disorder_adhd_group,-0.04394699465876007
LDA50_abstract_weight__28_social_empathy_moral,0.013819351952332365
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.022064240921445433
LDA50_abstract_weight__30_decision_making_risk,-0.0006101132735564421
LDA50_abstract_weight__31_model_models_prediction,-0.03685085830397263
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.11940826208985694
LDA50_abstract_weight__33_memory_retrieval_encoding,0.021821408620955628
LDA50_abstract_weight__34_frequency_hz_ms,-0.03990085042652907
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.06672348090772375
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.02345967710432493
LDA50_abstract_weight__37_language_reading_word,-0.0257802221595993
LDA50_abstract_weight__38_semantic_category_representations,-0.013011330567606505
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.008470107890707977
LDA50_abstract_weight__40_face_faces_facial,-0.019032218472537284
LDA50_abstract_weight__41_imagery_mental_events,0.05066503702863984
LDA50_abstract_weight__42_visual_cortex_sensory,-0.007141518915015675
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.015916046075608554
LDA50_abstract_weight__44_eye_sleep_gaze,-0.003311406782323371
LDA50_abstract_weight__45_motion_perception_visual,-0.031529496643257916
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.02385492115399673
LDA50_abstract_weight__47_attention_attentional_target,0.019435183571269554
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.0017841543995508063
LDA50_abstract_weight__49_depression_mdd_state,-0.07317313565480386
