feature,r
LDA50_abstract_weight__0_network_state_resting,0.029600954021368486
LDA50_abstract_weight__1_anxiety_trait_personality,-0.039271083747947175
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.015474088564464887
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.020655119055203036
LDA50_abstract_weight__4_stimulus_time_repetition,0.00013275403315422745
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.0012425042997639313
LDA50_abstract_weight__6_auditory_speech_temporal,-0.04291324445628454
LDA50_abstract_weight__7_reward_feedback_striatum,-0.027294033532885925
LDA50_abstract_weight__8_mpfc_social_medial,-0.006133741938094095
LDA50_abstract_weight__9_memory_working_wm,-0.008566835344658252
LDA50_abstract_weight__10_food_taste_weight,-0.023980099247535268
LDA50_abstract_weight__11_learning_training_practice,0.023350264563281282
LDA50_abstract_weight__12_women_men_sex,-0.0019176730328488785
LDA50_abstract_weight__13_fear_threat_smokers,-0.011690486752924351
LDA50_abstract_weight__14_disease_ad_pd,-0.008056389960083477
LDA50_abstract_weight__15_task_performance_cognitive,0.04228614627602888
LDA50_abstract_weight__16_response_inhibition_control,0.0017750194752155523
LDA50_abstract_weight__17_motor_cortex_hand,0.1732772730016944
LDA50_abstract_weight__18_number_ips_numerical,-0.01815868070958146
LDA50_abstract_weight__19_action_actions_observation,0.04727940946465267
LDA50_abstract_weight__20_control_conflict_task,-0.019374455973427428
LDA50_abstract_weight__21_matter_volume_structural,-0.06614817872045987
LDA50_abstract_weight__22_method_group_approach,-0.02438002239728541
LDA50_abstract_weight__23_asd_autism_group,0.021517844592044994
LDA50_abstract_weight__24_age_adults_older,0.01819491614800473
LDA50_abstract_weight__25_spatial_body_human,0.006198325306636863
LDA50_abstract_weight__26_emotional_amygdala_negative,-0.016943404841438883
LDA50_abstract_weight__27_disorder_adhd_group,-0.05686584968635872
LDA50_abstract_weight__28_social_empathy_moral,-0.007271441566112239
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.03407725811864925
LDA50_abstract_weight__30_decision_making_risk,-0.005980916063513861
LDA50_abstract_weight__31_model_models_prediction,-0.024398992172836472
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.04728187422418034
LDA50_abstract_weight__33_memory_retrieval_encoding,0.027101398143384112
LDA50_abstract_weight__34_frequency_hz_ms,-0.006289953545077521
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.06743755120626235
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.034857025367813634
LDA50_abstract_weight__37_language_reading_word,-0.015782762496301853
LDA50_abstract_weight__38_semantic_category_representations,0.0072578928606924125
LDA50_abstract_weight__39_stimulation_tms_bpd,0.008440530011698427
LDA50_abstract_weight__40_face_faces_facial,0.0031207114937939055
LDA50_abstract_weight__41_imagery_mental_events,0.048085549966830544
LDA50_abstract_weight__42_visual_cortex_sensory,0.048247760489848295
LDA50_abstract_weight__43_magnetic_mechanisms_human,-0.0007176506722502181
LDA50_abstract_weight__44_eye_sleep_gaze,0.01757146272296417
LDA50_abstract_weight__45_motion_perception_visual,0.008125144326432712
LDA50_abstract_weight__46_hemisphere_language_stroke,0.007010839200958698
LDA50_abstract_weight__47_attention_attentional_target,0.016689748195725034
LDA50_abstract_weight__48_prefrontal_cortex_pfc,-0.022078496217741318
LDA50_abstract_weight__49_depression_mdd_state,-0.0547896619541468
