feature,r
LDA50_abstract_weight__0_network_state_resting,0.03391006672549527
LDA50_abstract_weight__1_anxiety_trait_personality,-0.011084262163710758
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.013457753413674405
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.09771649578296367
LDA50_abstract_weight__4_stimulus_time_repetition,0.0006866637451725467
LDA50_abstract_weight__5_gyrus_frontal_inferior,-0.0005132114614361947
LDA50_abstract_weight__6_auditory_speech_temporal,0.01669896000846399
LDA50_abstract_weight__7_reward_feedback_striatum,0.009741980412067605
LDA50_abstract_weight__8_mpfc_social_medial,-0.009097504068692705
LDA50_abstract_weight__9_memory_working_wm,0.002668525498369062
LDA50_abstract_weight__10_food_taste_weight,0.019314366375639616
LDA50_abstract_weight__11_learning_training_practice,-0.007601102887321564
LDA50_abstract_weight__12_women_men_sex,0.010383843587111698
LDA50_abstract_weight__13_fear_threat_smokers,0.04150677423930242
LDA50_abstract_weight__14_disease_ad_pd,-0.009622862609418822
LDA50_abstract_weight__15_task_performance_cognitive,0.028068887556440495
LDA50_abstract_weight__16_response_inhibition_control,0.029826790097137894
LDA50_abstract_weight__17_motor_cortex_hand,0.04867513926190036
LDA50_abstract_weight__18_number_ips_numerical,-0.01946014557605522
LDA50_abstract_weight__19_action_actions_observation,0.00919330028270566
LDA50_abstract_weight__20_control_conflict_task,-0.0018065734828653726
LDA50_abstract_weight__21_matter_volume_structural,-0.07823224789026433
LDA50_abstract_weight__22_method_group_approach,-0.05759045877762357
LDA50_abstract_weight__23_asd_autism_group,0.019391416452686282
LDA50_abstract_weight__24_age_adults_older,0.00916456619432307
LDA50_abstract_weight__25_spatial_body_human,-0.04483854251001021
LDA50_abstract_weight__26_emotional_amygdala_negative,0.05202567212682218
LDA50_abstract_weight__27_disorder_adhd_group,-0.0373203256686318
LDA50_abstract_weight__28_social_empathy_moral,0.015605383944804162
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.015942490507659775
LDA50_abstract_weight__30_decision_making_risk,-0.000415549918957898
LDA50_abstract_weight__31_model_models_prediction,-0.04120978637540874
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.11848502673120631
LDA50_abstract_weight__33_memory_retrieval_encoding,0.03731916720154748
LDA50_abstract_weight__34_frequency_hz_ms,-0.047781525493603025
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.05788388546764302
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.013617504803185802
LDA50_abstract_weight__37_language_reading_word,-0.04328158197407671
LDA50_abstract_weight__38_semantic_category_representations,-0.023572935202087884
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.014971977095976627
LDA50_abstract_weight__40_face_faces_facial,-0.006137765856961335
LDA50_abstract_weight__41_imagery_mental_events,0.044818939365302485
LDA50_abstract_weight__42_visual_cortex_sensory,-0.03023743434901804
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.011078345985926556
LDA50_abstract_weight__44_eye_sleep_gaze,2.9770658332994406e-05
LDA50_abstract_weight__45_motion_perception_visual,-0.04239288968767811
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.027479843830332355
LDA50_abstract_weight__47_attention_attentional_target,0.01947827721696138
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.007548930163095834
LDA50_abstract_weight__49_depression_mdd_state,-0.06954924024720596
