feature,r
LDA50_abstract_weight__0_network_state_resting,0.023789922998048767
LDA50_abstract_weight__1_anxiety_trait_personality,-0.007054691518656626
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.009764361156619916
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.08292417202047217
LDA50_abstract_weight__4_stimulus_time_repetition,-0.0015132807741032597
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.008879702055057415
LDA50_abstract_weight__6_auditory_speech_temporal,-0.00029614868059924475
LDA50_abstract_weight__7_reward_feedback_striatum,0.030090948334539035
LDA50_abstract_weight__8_mpfc_social_medial,0.018461458741269945
LDA50_abstract_weight__9_memory_working_wm,0.014070060396531756
LDA50_abstract_weight__10_food_taste_weight,0.012128742270398297
LDA50_abstract_weight__11_learning_training_practice,-0.010766862054328238
LDA50_abstract_weight__12_women_men_sex,0.012135871884445521
LDA50_abstract_weight__13_fear_threat_smokers,0.04459204921491564
LDA50_abstract_weight__14_disease_ad_pd,-0.005716177337566686
LDA50_abstract_weight__15_task_performance_cognitive,0.023564005908765968
LDA50_abstract_weight__16_response_inhibition_control,0.024220661584209942
LDA50_abstract_weight__17_motor_cortex_hand,-0.02683559559743637
LDA50_abstract_weight__18_number_ips_numerical,-0.012900132040591582
LDA50_abstract_weight__19_action_actions_observation,-0.006762159598659138
LDA50_abstract_weight__20_control_conflict_task,-0.004839451557342354
LDA50_abstract_weight__21_matter_volume_structural,-0.06468726388203447
LDA50_abstract_weight__22_method_group_approach,-0.0705494003129911
LDA50_abstract_weight__23_asd_autism_group,0.02465707913783062
LDA50_abstract_weight__24_age_adults_older,0.01858901928770678
LDA50_abstract_weight__25_spatial_body_human,-0.053455012992798034
LDA50_abstract_weight__26_emotional_amygdala_negative,0.07140212075228898
LDA50_abstract_weight__27_disorder_adhd_group,-0.02920878417199921
LDA50_abstract_weight__28_social_empathy_moral,0.031877488597351525
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.01230186840905088
LDA50_abstract_weight__30_decision_making_risk,0.020824680609767346
LDA50_abstract_weight__31_model_models_prediction,-0.03947370126698505
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.04345441177568182
LDA50_abstract_weight__33_memory_retrieval_encoding,0.08990918808821463
LDA50_abstract_weight__34_frequency_hz_ms,-0.061649313122023604
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.05135505022073046
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.008302376912186627
LDA50_abstract_weight__37_language_reading_word,-0.03425406474572567
LDA50_abstract_weight__38_semantic_category_representations,-0.008042035414875623
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.031411552069433975
LDA50_abstract_weight__40_face_faces_facial,0.007077199337227158
LDA50_abstract_weight__41_imagery_mental_events,0.0792861022453138
LDA50_abstract_weight__42_visual_cortex_sensory,-0.0386179374619882
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.022944180580377414
LDA50_abstract_weight__44_eye_sleep_gaze,-0.009367576574748177
LDA50_abstract_weight__45_motion_perception_visual,-0.05224091474457408
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.033517753921944615
LDA50_abstract_weight__47_attention_attentional_target,0.006454539202254618
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.02353090656475656
LDA50_abstract_weight__49_depression_mdd_state,-0.06470010451539725
