feature,r
LDA50_abstract_weight__0_network_state_resting,0.029872580241292527
LDA50_abstract_weight__1_anxiety_trait_personality,-0.01310405078315771
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.020749159284501877
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.04950275887370624
LDA50_abstract_weight__4_stimulus_time_repetition,-0.008634144159980983
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.03633881596616655
LDA50_abstract_weight__6_auditory_speech_temporal,0.0014120748868956218
LDA50_abstract_weight__7_reward_feedback_striatum,-0.003161027826873298
LDA50_abstract_weight__8_mpfc_social_medial,0.04204687810941049
LDA50_abstract_weight__9_memory_working_wm,0.027936620076422093
LDA50_abstract_weight__10_food_taste_weight,-0.012139088482865813
LDA50_abstract_weight__11_learning_training_practice,-0.003579850546091688
LDA50_abstract_weight__12_women_men_sex,-0.0005210168796794739
LDA50_abstract_weight__13_fear_threat_smokers,0.011835481225456088
LDA50_abstract_weight__14_disease_ad_pd,-0.0058062320162752526
LDA50_abstract_weight__15_task_performance_cognitive,0.03720884339111341
LDA50_abstract_weight__16_response_inhibition_control,0.021717473079998606
LDA50_abstract_weight__17_motor_cortex_hand,-0.00925452523558308
LDA50_abstract_weight__18_number_ips_numerical,0.0002162651585350945
LDA50_abstract_weight__19_action_actions_observation,0.017344822045060347
LDA50_abstract_weight__20_control_conflict_task,0.004748269517890453
LDA50_abstract_weight__21_matter_volume_structural,-0.07213970970155753
LDA50_abstract_weight__22_method_group_approach,-0.06890964119159546
LDA50_abstract_weight__23_asd_autism_group,0.0269491795670183
LDA50_abstract_weight__24_age_adults_older,0.01582030516450096
LDA50_abstract_weight__25_spatial_body_human,-0.031759919716958324
LDA50_abstract_weight__26_emotional_amygdala_negative,0.054835347255669555
LDA50_abstract_weight__27_disorder_adhd_group,-0.035987596266564906
LDA50_abstract_weight__28_social_empathy_moral,0.03921733763166416
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.02191477430787725
LDA50_abstract_weight__30_decision_making_risk,0.01648911056233656
LDA50_abstract_weight__31_model_models_prediction,-0.044070281584867
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.02241161710832468
LDA50_abstract_weight__33_memory_retrieval_encoding,0.06952659405942684
LDA50_abstract_weight__34_frequency_hz_ms,-0.061683980911356004
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.06195407960556223
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.02203890272693691
LDA50_abstract_weight__37_language_reading_word,-0.025028259631186052
LDA50_abstract_weight__38_semantic_category_representations,-0.0007270812282631308
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.03271808003829682
LDA50_abstract_weight__40_face_faces_facial,0.005957215060793559
LDA50_abstract_weight__41_imagery_mental_events,0.07486866717934021
LDA50_abstract_weight__42_visual_cortex_sensory,-0.02178715456664656
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.012628112586828985
LDA50_abstract_weight__44_eye_sleep_gaze,-0.004307816709720261
LDA50_abstract_weight__45_motion_perception_visual,-0.03519297563029932
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.028319124888608316
LDA50_abstract_weight__47_attention_attentional_target,0.027407375993934655
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.0371435885870039
LDA50_abstract_weight__49_depression_mdd_state,-0.06585535993055752
