feature,r
LDA50_abstract_weight__0_network_state_resting,0.011513205767818196
LDA50_abstract_weight__1_anxiety_trait_personality,-0.020695387418111024
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.026184361976871545
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.025590524258844515
LDA50_abstract_weight__4_stimulus_time_repetition,-0.010180121500284947
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.058297322008969296
LDA50_abstract_weight__6_auditory_speech_temporal,-0.0013011058894393317
LDA50_abstract_weight__7_reward_feedback_striatum,-0.025165127399265404
LDA50_abstract_weight__8_mpfc_social_medial,0.07654847452058021
LDA50_abstract_weight__9_memory_working_wm,0.06165009217851349
LDA50_abstract_weight__10_food_taste_weight,-0.02133588772190793
LDA50_abstract_weight__11_learning_training_practice,-0.017642663572962864
LDA50_abstract_weight__12_women_men_sex,-0.013022274962625199
LDA50_abstract_weight__13_fear_threat_smokers,-0.024028716318122163
LDA50_abstract_weight__14_disease_ad_pd,-0.010746634173421204
LDA50_abstract_weight__15_task_performance_cognitive,0.06090460149812051
LDA50_abstract_weight__16_response_inhibition_control,0.015160226054545539
LDA50_abstract_weight__17_motor_cortex_hand,-0.049436901042975094
LDA50_abstract_weight__18_number_ips_numerical,0.006209976770021005
LDA50_abstract_weight__19_action_actions_observation,0.018767860434850955
LDA50_abstract_weight__20_control_conflict_task,0.03303346470335721
LDA50_abstract_weight__21_matter_volume_structural,-0.0812133398871534
LDA50_abstract_weight__22_method_group_approach,-0.0804490317269989
LDA50_abstract_weight__23_asd_autism_group,0.019762372823529044
LDA50_abstract_weight__24_age_adults_older,0.01893087745316937
LDA50_abstract_weight__25_spatial_body_human,-0.06758882338312888
LDA50_abstract_weight__26_emotional_amygdala_negative,0.02387757623190793
LDA50_abstract_weight__27_disorder_adhd_group,-0.043027568587858146
LDA50_abstract_weight__28_social_empathy_moral,0.028612648309580983
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.0378952997406642
LDA50_abstract_weight__30_decision_making_risk,0.01624512465958197
LDA50_abstract_weight__31_model_models_prediction,-0.039798535308888563
LDA50_abstract_weight__32_pain_somatosensory_stimulation,-0.02364293270428708
LDA50_abstract_weight__33_memory_retrieval_encoding,0.10929145245799944
LDA50_abstract_weight__34_frequency_hz_ms,-0.08189769525855303
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.0523386086641704
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.040039773060100446
LDA50_abstract_weight__37_language_reading_word,0.13971658801367334
LDA50_abstract_weight__38_semantic_category_representations,0.032670609078905434
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.04423446676148366
LDA50_abstract_weight__40_face_faces_facial,-0.03558898489961861
LDA50_abstract_weight__41_imagery_mental_events,0.04378237223833784
LDA50_abstract_weight__42_visual_cortex_sensory,-0.03675886752134833
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.015140727574206467
LDA50_abstract_weight__44_eye_sleep_gaze,-0.029514464210171364
LDA50_abstract_weight__45_motion_perception_visual,-0.06541634516781154
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.006815713301710143
LDA50_abstract_weight__47_attention_attentional_target,-0.0019832884449120826
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.10200219225020186
LDA50_abstract_weight__49_depression_mdd_state,-0.08105330581991026
