feature,r
LDA50_abstract_weight__0_network_state_resting,0.02423557182183538
LDA50_abstract_weight__1_anxiety_trait_personality,-0.03192034202714349
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.005695075186599075
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.04861569678822101
LDA50_abstract_weight__4_stimulus_time_repetition,0.002435656682549927
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.02568222872445464
LDA50_abstract_weight__6_auditory_speech_temporal,0.0847013235397536
LDA50_abstract_weight__7_reward_feedback_striatum,-0.017229324912121008
LDA50_abstract_weight__8_mpfc_social_medial,0.008689200139796207
LDA50_abstract_weight__9_memory_working_wm,0.013014812516370145
LDA50_abstract_weight__10_food_taste_weight,-0.00447214463704176
LDA50_abstract_weight__11_learning_training_practice,-0.003258707821582192
LDA50_abstract_weight__12_women_men_sex,-0.008982822760629304
LDA50_abstract_weight__13_fear_threat_smokers,-0.004415731030064479
LDA50_abstract_weight__14_disease_ad_pd,-0.025934040983720347
LDA50_abstract_weight__15_task_performance_cognitive,0.03019715333209313
LDA50_abstract_weight__16_response_inhibition_control,0.005625776376373182
LDA50_abstract_weight__17_motor_cortex_hand,0.08268835356513562
LDA50_abstract_weight__18_number_ips_numerical,-0.014539688715303633
LDA50_abstract_weight__19_action_actions_observation,0.03602900031982019
LDA50_abstract_weight__20_control_conflict_task,-0.009658779782728312
LDA50_abstract_weight__21_matter_volume_structural,-0.08930939479151684
LDA50_abstract_weight__22_method_group_approach,-0.04498459244354684
LDA50_abstract_weight__23_asd_autism_group,0.012441546252065672
LDA50_abstract_weight__24_age_adults_older,-0.008233518912662625
LDA50_abstract_weight__25_spatial_body_human,-0.034011597047153036
LDA50_abstract_weight__26_emotional_amygdala_negative,0.0038723150202647494
LDA50_abstract_weight__27_disorder_adhd_group,-0.05897933608004779
LDA50_abstract_weight__28_social_empathy_moral,0.0004447567621251295
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.03596075443117165
LDA50_abstract_weight__30_decision_making_risk,-0.0005892488969282307
LDA50_abstract_weight__31_model_models_prediction,-0.03340690651424571
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.08813251211627973
LDA50_abstract_weight__33_memory_retrieval_encoding,0.04045850743281854
LDA50_abstract_weight__34_frequency_hz_ms,-0.04726980781770475
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07373994172478543
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.039431428328685916
LDA50_abstract_weight__37_language_reading_word,0.04491295148610869
LDA50_abstract_weight__38_semantic_category_representations,0.014554618307567341
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.01102352039062982
LDA50_abstract_weight__40_face_faces_facial,-0.049864572865588416
LDA50_abstract_weight__41_imagery_mental_events,0.051727026959582076
LDA50_abstract_weight__42_visual_cortex_sensory,0.0057845340070982005
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.01828286483556836
LDA50_abstract_weight__44_eye_sleep_gaze,-0.006989187428468145
LDA50_abstract_weight__45_motion_perception_visual,-0.03575581343162451
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.007124440101981597
LDA50_abstract_weight__47_attention_attentional_target,0.010042894119042302
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.003533585470080276
LDA50_abstract_weight__49_depression_mdd_state,-0.08464943305490091
