feature,r
LDA50_abstract_weight__0_network_state_resting,0.019026352319901362
LDA50_abstract_weight__1_anxiety_trait_personality,-0.04152283382145573
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.031885194942404896
LDA50_abstract_weight__3_cortex_anterior_cingulate,-0.03164936571593518
LDA50_abstract_weight__4_stimulus_time_repetition,0.002463963218127761
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.0021147737688966693
LDA50_abstract_weight__6_auditory_speech_temporal,-0.03760052509635368
LDA50_abstract_weight__7_reward_feedback_striatum,-0.04068728152881195
LDA50_abstract_weight__8_mpfc_social_medial,-0.010570335862971734
LDA50_abstract_weight__9_memory_working_wm,-0.004826451166950019
LDA50_abstract_weight__10_food_taste_weight,-0.022881263401264503
LDA50_abstract_weight__11_learning_training_practice,0.022481795349033072
LDA50_abstract_weight__12_women_men_sex,-0.010428222781195342
LDA50_abstract_weight__13_fear_threat_smokers,-0.03279744640776827
LDA50_abstract_weight__14_disease_ad_pd,-0.01121967635172223
LDA50_abstract_weight__15_task_performance_cognitive,0.04636154149763195
LDA50_abstract_weight__16_response_inhibition_control,0.01048500935806745
LDA50_abstract_weight__17_motor_cortex_hand,0.254467970246669
LDA50_abstract_weight__18_number_ips_numerical,-0.02154041266563813
LDA50_abstract_weight__19_action_actions_observation,0.08092055945007137
LDA50_abstract_weight__20_control_conflict_task,-0.019099602789120106
LDA50_abstract_weight__21_matter_volume_structural,-0.07191831950835824
LDA50_abstract_weight__22_method_group_approach,-0.013230575614564557
LDA50_abstract_weight__23_asd_autism_group,0.010924876775702533
LDA50_abstract_weight__24_age_adults_older,4.48940791488876e-05
LDA50_abstract_weight__25_spatial_body_human,0.02539102514495042
LDA50_abstract_weight__26_emotional_amygdala_negative,-0.039412579439234666
LDA50_abstract_weight__27_disorder_adhd_group,-0.06653524613776034
LDA50_abstract_weight__28_social_empathy_moral,-0.017116163129215867
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.045653262672826454
LDA50_abstract_weight__30_decision_making_risk,-0.006433995575031855
LDA50_abstract_weight__31_model_models_prediction,-0.024228347660536692
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.04650853652856451
LDA50_abstract_weight__33_memory_retrieval_encoding,0.013032055423106245
LDA50_abstract_weight__34_frequency_hz_ms,0.00013104563831780884
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07141891612688349
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.043370089858721386
LDA50_abstract_weight__37_language_reading_word,-0.0027779803428000438
LDA50_abstract_weight__38_semantic_category_representations,0.010785732879571512
LDA50_abstract_weight__39_stimulation_tms_bpd,0.019915543085098852
LDA50_abstract_weight__40_face_faces_facial,-0.023410694076223534
LDA50_abstract_weight__41_imagery_mental_events,0.039355201457837205
LDA50_abstract_weight__42_visual_cortex_sensory,0.051880420759007145
LDA50_abstract_weight__43_magnetic_mechanisms_human,-0.0066147719808328925
LDA50_abstract_weight__44_eye_sleep_gaze,0.01629165598518369
LDA50_abstract_weight__45_motion_perception_visual,-0.0014210608632619747
LDA50_abstract_weight__46_hemisphere_language_stroke,0.006533128101181131
LDA50_abstract_weight__47_attention_attentional_target,0.017206462962974966
LDA50_abstract_weight__48_prefrontal_cortex_pfc,-0.018311221028211047
LDA50_abstract_weight__49_depression_mdd_state,-0.05997018336967694
