feature,r
LDA50_abstract_weight__0_network_state_resting,0.023385394861546067
LDA50_abstract_weight__1_anxiety_trait_personality,-0.014342022819811114
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.03323376351881872
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.028528784263470764
LDA50_abstract_weight__4_stimulus_time_repetition,-0.0025423410810113617
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.043944900160136344
LDA50_abstract_weight__6_auditory_speech_temporal,-0.001022158330291145
LDA50_abstract_weight__7_reward_feedback_striatum,-0.020946062297760738
LDA50_abstract_weight__8_mpfc_social_medial,0.09606506558420537
LDA50_abstract_weight__9_memory_working_wm,0.027222712292900592
LDA50_abstract_weight__10_food_taste_weight,-0.02076572165118194
LDA50_abstract_weight__11_learning_training_practice,-0.01801902586169937
LDA50_abstract_weight__12_women_men_sex,-0.010693144325486723
LDA50_abstract_weight__13_fear_threat_smokers,-0.008843973069043767
LDA50_abstract_weight__14_disease_ad_pd,-0.014606557139278728
LDA50_abstract_weight__15_task_performance_cognitive,0.03409401697410494
LDA50_abstract_weight__16_response_inhibition_control,-0.002602417752131069
LDA50_abstract_weight__17_motor_cortex_hand,-0.024902607413193736
LDA50_abstract_weight__18_number_ips_numerical,0.0014974431453665484
LDA50_abstract_weight__19_action_actions_observation,0.0407292526596139
LDA50_abstract_weight__20_control_conflict_task,-0.0035763642441147985
LDA50_abstract_weight__21_matter_volume_structural,-0.08824069369678518
LDA50_abstract_weight__22_method_group_approach,-0.07690791491678571
LDA50_abstract_weight__23_asd_autism_group,0.014606740052410801
LDA50_abstract_weight__24_age_adults_older,0.01351264593799251
LDA50_abstract_weight__25_spatial_body_human,-0.04715332856784949
LDA50_abstract_weight__26_emotional_amygdala_negative,0.04659438937237831
LDA50_abstract_weight__27_disorder_adhd_group,-0.053479820625624806
LDA50_abstract_weight__28_social_empathy_moral,0.03570036214723068
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.033848725684808054
LDA50_abstract_weight__30_decision_making_risk,0.010717380626558238
LDA50_abstract_weight__31_model_models_prediction,-0.039608278912261055
LDA50_abstract_weight__32_pain_somatosensory_stimulation,-0.002779721902983361
LDA50_abstract_weight__33_memory_retrieval_encoding,0.11030716846891497
LDA50_abstract_weight__34_frequency_hz_ms,-0.07985663061840154
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.0642720122375518
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.039735551539107954
LDA50_abstract_weight__37_language_reading_word,0.09318052890176032
LDA50_abstract_weight__38_semantic_category_representations,0.05266451548918466
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.0445570020171455
LDA50_abstract_weight__40_face_faces_facial,-0.020497877323742808
LDA50_abstract_weight__41_imagery_mental_events,0.07667973607366348
LDA50_abstract_weight__42_visual_cortex_sensory,-0.02136773869713252
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.022039482400542834
LDA50_abstract_weight__44_eye_sleep_gaze,-0.02018825850055148
LDA50_abstract_weight__45_motion_perception_visual,-0.05336025269680116
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.015064361385092992
LDA50_abstract_weight__47_attention_attentional_target,-4.926229441914457e-05
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.04460136126687793
LDA50_abstract_weight__49_depression_mdd_state,-0.08111874057019933
