feature,r
LDA50_abstract_weight__0_network_state_resting,0.045946072300571274
LDA50_abstract_weight__1_anxiety_trait_personality,-0.036284703262410394
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.00604537686906105
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.001396274974639883
LDA50_abstract_weight__4_stimulus_time_repetition,0.006892173060261606
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.022614605646273336
LDA50_abstract_weight__6_auditory_speech_temporal,-0.006918968705119284
LDA50_abstract_weight__7_reward_feedback_striatum,-0.03764749996872466
LDA50_abstract_weight__8_mpfc_social_medial,0.009954931568615343
LDA50_abstract_weight__9_memory_working_wm,0.0043862350540178775
LDA50_abstract_weight__10_food_taste_weight,-0.011495284790562478
LDA50_abstract_weight__11_learning_training_practice,0.008314171109993282
LDA50_abstract_weight__12_women_men_sex,-0.00835989438140014
LDA50_abstract_weight__13_fear_threat_smokers,-0.02706234513567481
LDA50_abstract_weight__14_disease_ad_pd,-0.019292094876250124
LDA50_abstract_weight__15_task_performance_cognitive,0.03883960378312295
LDA50_abstract_weight__16_response_inhibition_control,-0.003991755750577887
LDA50_abstract_weight__17_motor_cortex_hand,0.13180479780651638
LDA50_abstract_weight__18_number_ips_numerical,-0.01840481056694329
LDA50_abstract_weight__19_action_actions_observation,0.05238175256358924
LDA50_abstract_weight__20_control_conflict_task,-0.022183330633149097
LDA50_abstract_weight__21_matter_volume_structural,-0.08148780602796363
LDA50_abstract_weight__22_method_group_approach,-0.028143441107084194
LDA50_abstract_weight__23_asd_autism_group,0.015673684154735325
LDA50_abstract_weight__24_age_adults_older,-0.004959323825769822
LDA50_abstract_weight__25_spatial_body_human,-0.0016183839641006105
LDA50_abstract_weight__26_emotional_amygdala_negative,-0.011743310180512903
LDA50_abstract_weight__27_disorder_adhd_group,-0.0672100756102482
LDA50_abstract_weight__28_social_empathy_moral,-0.007884621290863394
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.04544354336075264
LDA50_abstract_weight__30_decision_making_risk,-0.010472833240745492
LDA50_abstract_weight__31_model_models_prediction,-0.030652276203520595
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.04954674925146742
LDA50_abstract_weight__33_memory_retrieval_encoding,0.04254950649075554
LDA50_abstract_weight__34_frequency_hz_ms,-0.02582280152517222
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07300758943359664
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.03984418358526451
LDA50_abstract_weight__37_language_reading_word,0.018038569839459957
LDA50_abstract_weight__38_semantic_category_representations,0.0283376735794357
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.005595502998228085
LDA50_abstract_weight__40_face_faces_facial,-0.012737884371568366
LDA50_abstract_weight__41_imagery_mental_events,0.06649678019231015
LDA50_abstract_weight__42_visual_cortex_sensory,0.05431893849299312
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.004455146380991126
LDA50_abstract_weight__44_eye_sleep_gaze,0.009268887744672685
LDA50_abstract_weight__45_motion_perception_visual,-0.005465779850667827
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.005559570648666878
LDA50_abstract_weight__47_attention_attentional_target,0.017444929484215374
LDA50_abstract_weight__48_prefrontal_cortex_pfc,-0.01175975651420471
LDA50_abstract_weight__49_depression_mdd_state,-0.06532525165051677
