feature,r
LDA50_abstract_weight__0_network_state_resting,0.018492142034934437
LDA50_abstract_weight__1_anxiety_trait_personality,-0.013641723457395323
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,-0.035434285393111956
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.03067329258129712
LDA50_abstract_weight__4_stimulus_time_repetition,-0.005899907686566433
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.042996494100926035
LDA50_abstract_weight__6_auditory_speech_temporal,-0.005079732542193324
LDA50_abstract_weight__7_reward_feedback_striatum,-0.018227557445433057
LDA50_abstract_weight__8_mpfc_social_medial,0.08827637712194848
LDA50_abstract_weight__9_memory_working_wm,0.0332440688556312
LDA50_abstract_weight__10_food_taste_weight,-0.01839380210200642
LDA50_abstract_weight__11_learning_training_practice,-0.020781468568180354
LDA50_abstract_weight__12_women_men_sex,-0.008634386388881428
LDA50_abstract_weight__13_fear_threat_smokers,-0.008147572580293102
LDA50_abstract_weight__14_disease_ad_pd,-0.00908350416396018
LDA50_abstract_weight__15_task_performance_cognitive,0.03802074234651075
LDA50_abstract_weight__16_response_inhibition_control,-0.003931810503338184
LDA50_abstract_weight__17_motor_cortex_hand,-0.047239302001995775
LDA50_abstract_weight__18_number_ips_numerical,-0.0014723607006749194
LDA50_abstract_weight__19_action_actions_observation,0.029781375069068333
LDA50_abstract_weight__20_control_conflict_task,0.0018882694030252572
LDA50_abstract_weight__21_matter_volume_structural,-0.08505551892720255
LDA50_abstract_weight__22_method_group_approach,-0.07824238911750904
LDA50_abstract_weight__23_asd_autism_group,0.01306764012683479
LDA50_abstract_weight__24_age_adults_older,0.017391847433916474
LDA50_abstract_weight__25_spatial_body_human,-0.05214820099325881
LDA50_abstract_weight__26_emotional_amygdala_negative,0.0433084618803372
LDA50_abstract_weight__27_disorder_adhd_group,-0.05070399507553188
LDA50_abstract_weight__28_social_empathy_moral,0.03666437428964655
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.03396220218671498
LDA50_abstract_weight__30_decision_making_risk,0.012565657032638343
LDA50_abstract_weight__31_model_models_prediction,-0.03955896259768798
LDA50_abstract_weight__32_pain_somatosensory_stimulation,-0.013880203430776708
LDA50_abstract_weight__33_memory_retrieval_encoding,0.12315171988619264
LDA50_abstract_weight__34_frequency_hz_ms,-0.08126169961650301
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.06251669520865512
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.03754446135286133
LDA50_abstract_weight__37_language_reading_word,0.10560384867026064
LDA50_abstract_weight__38_semantic_category_representations,0.05955177694144436
LDA50_abstract_weight__39_stimulation_tms_bpd,-0.04832907777727261
LDA50_abstract_weight__40_face_faces_facial,-0.021567103694718207
LDA50_abstract_weight__41_imagery_mental_events,0.07835291859573684
LDA50_abstract_weight__42_visual_cortex_sensory,-0.02124579419928054
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.021438277406569492
LDA50_abstract_weight__44_eye_sleep_gaze,-0.0294778065633129
LDA50_abstract_weight__45_motion_perception_visual,-0.05540116349875192
LDA50_abstract_weight__46_hemisphere_language_stroke,-0.010287999644053325
LDA50_abstract_weight__47_attention_attentional_target,-0.0027353457912516013
LDA50_abstract_weight__48_prefrontal_cortex_pfc,0.05508390506293374
LDA50_abstract_weight__49_depression_mdd_state,-0.07733651045810128
