feature,r
LDA50_abstract_weight__0_network_state_resting,0.008851492626083366
LDA50_abstract_weight__1_anxiety_trait_personality,-0.042756967895569514
LDA50_abstract_weight__2_cerebellar_cerebellum_basal,0.010362245909796229
LDA50_abstract_weight__3_cortex_anterior_cingulate,0.0022235698277063465
LDA50_abstract_weight__4_stimulus_time_repetition,0.010496800243168942
LDA50_abstract_weight__5_gyrus_frontal_inferior,0.028937494960880817
LDA50_abstract_weight__6_auditory_speech_temporal,0.13076803044585292
LDA50_abstract_weight__7_reward_feedback_striatum,-0.0397132760496958
LDA50_abstract_weight__8_mpfc_social_medial,-0.014617241002038118
LDA50_abstract_weight__9_memory_working_wm,0.0016986471424691371
LDA50_abstract_weight__10_food_taste_weight,-0.013463567036380094
LDA50_abstract_weight__11_learning_training_practice,0.008052950730158121
LDA50_abstract_weight__12_women_men_sex,-0.009768663916907555
LDA50_abstract_weight__13_fear_threat_smokers,-0.027993396549885193
LDA50_abstract_weight__14_disease_ad_pd,-0.03331089206136575
LDA50_abstract_weight__15_task_performance_cognitive,0.025099120678622917
LDA50_abstract_weight__16_response_inhibition_control,-0.001916673039694573
LDA50_abstract_weight__17_motor_cortex_hand,0.13896397426668614
LDA50_abstract_weight__18_number_ips_numerical,-0.02146982762167805
LDA50_abstract_weight__19_action_actions_observation,0.0527640369437078
LDA50_abstract_weight__20_control_conflict_task,-0.026380197810286832
LDA50_abstract_weight__21_matter_volume_structural,-0.08621665760707947
LDA50_abstract_weight__22_method_group_approach,-0.02493323102154745
LDA50_abstract_weight__23_asd_autism_group,0.012252504027875475
LDA50_abstract_weight__24_age_adults_older,-0.018825741055139417
LDA50_abstract_weight__25_spatial_body_human,-0.012508031551691915
LDA50_abstract_weight__26_emotional_amygdala_negative,-0.016699531190830105
LDA50_abstract_weight__27_disorder_adhd_group,-0.07010694225072506
LDA50_abstract_weight__28_social_empathy_moral,-0.0209491399626645
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.05081798718336734
LDA50_abstract_weight__30_decision_making_risk,-0.025200426960744347
LDA50_abstract_weight__31_model_models_prediction,-0.032093340500419926
LDA50_abstract_weight__32_pain_somatosensory_stimulation,0.06951858042781713
LDA50_abstract_weight__33_memory_retrieval_encoding,0.018383423194991113
LDA50_abstract_weight__34_frequency_hz_ms,-0.02334031688933216
LDA50_abstract_weight__35_schizophrenia_risk_genetic,-0.07875046543192216
LDA50_abstract_weight__36_placebo_treatment_dopamine,-0.04535070972739997
LDA50_abstract_weight__37_language_reading_word,0.05759514562569045
LDA50_abstract_weight__38_semantic_category_representations,0.02153947558492119
LDA50_abstract_weight__39_stimulation_tms_bpd,0.003687140720806245
LDA50_abstract_weight__40_face_faces_facial,-0.03288886322391962
LDA50_abstract_weight__41_imagery_mental_events,0.04087902600905834
LDA50_abstract_weight__42_visual_cortex_sensory,0.05308282147131464
LDA50_abstract_weight__43_magnetic_mechanisms_human,0.008251588487762978
LDA50_abstract_weight__44_eye_sleep_gaze,0.006805670025819637
LDA50_abstract_weight__45_motion_perception_visual,-0.007098004541191614
LDA50_abstract_weight__46_hemisphere_language_stroke,0.00502477100994762
LDA50_abstract_weight__47_attention_attentional_target,0.012395333648958748
LDA50_abstract_weight__48_prefrontal_cortex_pfc,-0.018907759576682982
LDA50_abstract_weight__49_depression_mdd_state,-0.07893416206285632
